"filename", "language", "HTML", "TypeScript", "SCSS", "JSON", "comment", "blank", "total"
"/home/peri/Workspaces/frontend8/src/app/transportation/detail-form/detail-form.component.ts", "TypeScript", 0, 264, 0, 0, 15, 49, 328
"/home/peri/Workspaces/frontend8/src/app/transportation/elevator-form/elevator-form.component.html", "HTML", 15, 0, 0, 0, 0, 1, 16
"/home/peri/Workspaces/frontend8/src/app/transportation/elevator-form/elevator-form.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"/home/peri/Workspaces/frontend8/src/app/transportation/elevator-form/elevator-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/elevator-form/elevator-form.component.ts", "TypeScript", 0, 12, 0, 0, 0, 3, 15
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-detail-form/estate-detail-form.component.html", "HTML", 35, 0, 0, 0, 5, 4, 44
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-detail-form/estate-detail-form.component.scss", "SCSS", 0, 0, 10, 0, 0, 2, 12
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-detail-form/estate-detail-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-detail-form/estate-detail-form.component.ts", "TypeScript", 0, 48, 0, 0, 8, 16, 72
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-form/estate-form.component.html", "HTML", 302, 0, 0, 0, 0, 20, 322
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-form/estate-form.component.scss", "SCSS", 0, 0, 7, 0, 27, 3, 37
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-form/estate-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-form/estate-form.component.ts", "TypeScript", 0, 26, 0, 0, 0, 7, 33
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-outerpart-form/estate-outerpart-form.component.html", "HTML", 343, 0, 0, 0, 0, 13, 356
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-outerpart-form/estate-outerpart-form.component.scss", "SCSS", 0, 0, 26, 0, 27, 6, 59
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-outerpart-form/estate-outerpart-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-outerpart-form/estate-outerpart-form.component.ts", "TypeScript", 0, 43, 0, 0, 5, 5, 53
